symbol	psymbol	NM	ENSG
ALG2	ALG2	NM_033087	ENSG00000119523
ALG3	ALG3	NM_005787	ENSG00000214160
ALG5	ALG5	NM_013338	ENSG00000120697
ALG6	ALG6	NM_013339	ENSG00000088035
ALG8	ALG8	NM_024079	ENSG00000159063
ALG9	DIBD1	NM_024740	ENSG00000086848
ALG10	ALG10	NM_032834	ENSG00000139133
ALG10B	ALG10B	NM_001013620	ENSG00000175548
ALG11	ALG11	NM_001004127	ENSG00000253710
ALG12	ALG12	NM_024105	ENSG00000182858
ALG13	GLT28D1	NM_018466	ENSG00000101901
ALG13	CXorf45	NM_018466	ENSG00000101901
ALG14	ALG14	NM_144988	ENSG00000172339
ALK	ALK	NM_004304	ENSG00000171094
ALKAL1	FAM150A	NM_207413	ENSG00000196711
ALKAL2	FAM150B	NM_001002919	ENSG00000189292
ALKBH1	ALKBH	NM_006020	ENSG00000100601
ALKBH2	ALKBH2	NM_001001655	ENSG00000189046
ALKBH3	ALKBH3	NM_139178	ENSG00000166199
ALKBH4	ALKBH4	NM_017621	ENSG00000160993
ALKBH5	OFOXD1	NM_017758	ENSG00000091542
ALKBH6	ALKBH6	NM_032878	ENSG00000239382
ALKBH7	SPATA11	NM_032306	ENSG00000125652
ALKBH8	ALKBH8	NM_138775	ENSG00000137760
ALMS1	ALMS1	NM_015120	ENSG00000116127
ALOX5AP	ALOX5AP	NM_001629	ENSG00000132965
ALPG	ALPPL2	NM_031313	ENSG00000163286
ALPI	ALPI	NM_001631	ENSG00000163295
ALPK1	ALPK1	NM_025144	ENSG00000073331
ALPK2	ALPK2	NM_052947	ENSG00000198796
ALPK3	ALPK3	NM_020778	ENSG00000136383
ALPL	HOPS	NM_000478	ENSG00000162551
ALPP	ALPP	NM_001632	ENSG00000163283
ALS2	ALS2CR6	NM_020919	ENSG00000003393
ALS2CL	ALS2CL	NM_147129	ENSG00000178038
ALS2CR12	ALS2CR12	NM_139163	ENSG00000155749
ALX1	CART1	NM_006982	ENSG00000180318
ALX3	FND	NM_006492	ENSG00000156150
ALYREF	THOC4	NM_005782	ENSG00000183684
AMACR	AMACR	NM_014324	ENSG00000242110
AMBN	AMBN	NM_016519	ENSG00000178522
AMBP	ITI	NM_001633	ENSG00000106927
AMBP	ITIL	NM_001633	ENSG00000106927
AMBRA1	AMBRA1	NM_017749	ENSG00000110497
AMDHD1	AMDHD1	NM_152435	ENSG00000139344
AMDHD2	AMDHD2	NM_015944	ENSG00000162066
AMELX	AMG	NM_001142	ENSG00000125363
AMELX	AIH1	NM_001142	ENSG00000125363
AMELY	AMGL	NM_001143	ENSG00000099721
AMER1	FAM123B	NM_152424	ENSG00000184675
AMER2	FAM123A	NM_152704	ENSG00000165566
AMER3	FAM123C	NM_152698	ENSG00000178171
AMH	AMH	NM_000479	ENSG00000104899
AMHR2	AMHR2	NM_020547	ENSG00000135409
AMIGO1	AMIGO1	NM_020703	ENSG00000181754
AMIGO2	AMIGO2	NM_181847	ENSG00000139211
AMIGO3	AMIGO3	NM_198722	ENSG00000176020
AMMECR1L	AMMECR1L	NM_031445	ENSG00000144233
AMN1	AMN1	NM_001113402	ENSG00000151743
AMOT	AMOT	NM_133265	ENSG00000126016
AMOTL1	AMOTL1	NM_130847	ENSG00000166025
AMOTL2	AMOTL2	NM_016201	ENSG00000114019
AMPD3	AMPD3	NM_000480	ENSG00000133805
AMPH	AMPH	NM_001635	ENSG00000078053
AMT	AMT	NM_000481	ENSG00000145020
AMTN	AMTN	NM_212557	ENSG00000187689
AMY1A	AMY1	NM_001008221	ENSG00000237763
AMY1B	AMY1	NM_001008218	ENSG00000174876
AMY1C	AMY1	NM_001008219	ENSG00000187733
AMY2A	AMY2	NM_000699	ENSG00000243480
AMY2B	AMY2	NM_020978	ENSG00000240038
AMZ1	AMZ1	NM_133463	ENSG00000174945
AMZ2	AMZ2	NM_016627	ENSG00000196704
AMZ2P1	AMZ2P1	NM_153032	ENSG00000214174
ANAPC1	ANAPC1	NM_022662	ENSG00000153107
ANAPC2	ANAPC2	NM_013366	ENSG00000176248
ANAPC4	ANAPC4	NM_013367	ENSG00000053900
ANAPC7	ANAPC7	NM_016238	ENSG00000196510
ANAPC10	ANAPC10	NM_014885	ENSG00000164162
ANAPC11	ANAPC11	NM_016476	ENSG00000141552
ANAPC13	ANAPC13	NM_015391	ENSG00000129055
ANAPC15	C11orf51	NM_014042	ENSG00000110200
ANAPC16	C10orf104	NM_173473	ENSG00000166295
ANG	ANG	NM_001097577	ENSG00000214274
ANGEL1	KIAA0759	NM_015305	ENSG00000013523
ANGEL2	ANGEL2	NM_144567	ENSG00000174606
ANGPT1	ANGPT1	NM_001146	ENSG00000154188
ANGPT1	ANGPT1	NM_139290	ENSG00000154188
ANGPT2	ANGPT2	NM_001147	ENSG00000091879
ANGPT4	ANGPT4	NM_015985	ENSG00000101280
ANGPTL1	ANGPT3	NM_004673	ENSG00000116194
ANGPTL2	ANGPTL2	NM_012098	ENSG00000136859
ANGPTL3	ANGPT5	NM_014495	ENSG00000132855
ANGPTL4	ANGPTL4	NM_139314	ENSG00000167772
ANGPTL5	ANGPTL5	NM_178127	ENSG00000187151
ANGPTL6	ANGPTL6	NM_031917	ENSG00000130812
ANGPTL7	ANGPTL7	NM_021146	ENSG00000171819
ANGPTL8	C19orf80	NM_018687	ENSG00000130173
ANK1	ANK	NM_020475	ENSG00000029534
ANK2	LQT4	NM_001148	ENSG00000145362
ANK3	ANK3	NM_020987	ENSG00000151150
ANKAR	ANKAR	NM_144708	ENSG00000151687
ANKDD1A	ANKDD1A	NM_182703	ENSG00000166839
ANKDD1B	ANKDD1B	NM_001276713	ENSG00000189045
ANKEF1	ANKRD5	NM_022096	ENSG00000132623
ANKFN1	ANKFN1	NM_153228	ENSG00000153930
ANKFY1	ANKFY1	NM_016376	ENSG00000185722
ANKH	CCAL2	NM_054027	ENSG00000154122
ANKH	CMDJ	NM_054027	ENSG00000154122
ANKHD1	ANKHD1	NM_017747	ENSG00000131503
ANKHD1_EIF4EBP3	ANKHD1_EIF4EBP3	NM_020690	ENSG00000254996
ANKK1	ANKK1	NM_178510	ENSG00000170209
ANKLE1	ANKRD41	NM_152363	ENSG00000160117
ANKMY1	ANKMY1	NM_017844	ENSG00000144504
ANKMY2	ANKMY2	NM_020319	ENSG00000106524
ANKRA2	ANKRA2	NM_023039	ENSG00000164331
ANKRD1	ANKRD1	NM_014391	ENSG00000148677
ANKRD7	ANKRD7	NM_001077708	ENSG00000106013
ANKRD12	ANKRD12	NM_015208	ENSG00000101745
ANKRD13A	ANKRD13	NM_033121	ENSG00000076513
ANKRD13B	ANKRD13B	NM_152345	ENSG00000198720
ANKRD13C	ANKRD13C	NM_030816	ENSG00000118454
ANKRD13D	ANKRD13D	NM_207354	ENSG00000172932
ANKRD16	ANKRD16	NM_019046	ENSG00000134461
ANKRD17	ANKRD17	NM_032217	ENSG00000132466
ANKRD18B	ANKRD18B	NM_001244752	ENSG00000230453
ANKRD20A2	ANKRD20A2	NM_001012421	ENSG00000183148
ANKRD20A4	ANKRD20A4	NM_001098805	ENSG00000172014
ANKRD22	ANKRD22	NM_144590	ENSG00000152766
ANKRD23	ANKRD23	NM_144994	ENSG00000163126
ANKRD27	ANKRD27	NM_032139	ENSG00000105186
ANKRD28	ANKRD28	NM_015199	ENSG00000206560
ANKRD29	ANKRD29	NM_173505	ENSG00000154065
ANKRD30A	ANKRD30A	NM_052997	ENSG00000148513
ANKRD30B	ANKRD30B	NM_001145029	ENSG00000180777
ANKRD30BL	NCRNA00164	NM_001358416	ENSG00000163046
ANKRD30BL	ANKRD30BP3	NM_001358416	ENSG00000163046
ANKRD31	ANKRD31	NM_001164443	ENSG00000145700
ANKRD33	C12orf7	NM_182608	ENSG00000167612
ANKRD33B	ANKRD33B	NM_001164440	ENSG00000164236
ANKRD34B	ANKRD34B	NM_001004441	ENSG00000189127
ANKRD34C	ANKRD34C	NM_001146341	ENSG00000235711
ANKRD35	ANKRD35	NM_144698	ENSG00000198483
ANKRD36B	KIAA1641	NM_025190	ENSG00000196912
ANKRD36C	ANKRD36C	NM_001010914	ENSG00000174501
ANKRD37	ANKRD37	NM_181726	ENSG00000186352
ANKRD39	ANKRD39	NM_016466	ENSG00000213337
ANKRD40	ANKRD40	NM_052855	ENSG00000154945
ANKRD40CL	C17orf73	NM_001358683	ENSG00000167117
ANKRD40CL	LINC00483	NM_001358683	ENSG00000167117
ANKRD42	ANKRD42	NM_182603	ENSG00000137494
ANKRD44	ANKRD44	NM_153697	ENSG00000065413
ANKRD45	ANKRD45	NM_198493	ENSG00000183831
ANKRD46	ANKRD46	NM_198401	ENSG00000186106
ANKRD49	ANKRD49	NM_017704	ENSG00000168876
ANKRD50	ANKRD50	NM_020337	ENSG00000151458
ANKRD52	ANKRD52	NM_173595	ENSG00000139645
ANKRD53	ANKRD53	NM_024933	ENSG00000144031
ANKRD54	ANKRD54	NM_138797	ENSG00000100124
ANKRD55	ANKRD55	NM_024669	ENSG00000164512
ANKRD60	C20orf86	NM_001304369	ENSG00000124227
ANKRD62	ANKRD62	NM_001277333	ENSG00000181626
ANKRD66	ANKRD66	NM_001162435	ENSG00000230062
ANKS1A	ANKS1	NM_015245	ENSG00000064999
ANKS1B	ANKS1B	NM_020140	ENSG00000185046
ANKS3	ANKS3	NM_133450	ENSG00000168096
ANKS4B	ANKS4B	NM_145865	ENSG00000175311
ANKS6	SAMD6	NM_173551	ENSG00000165138
ANKS6	ANKRD14	NM_173551	ENSG00000165138
ANKUB1	C3orf16	NM_001144960	ENSG00000206199
ANKZF1	ANKZF1	NM_018089	ENSG00000163516
ANLN	ANLN	NM_018685	ENSG00000011426
ANO1	ORAOV2	NM_018043	ENSG00000131620
ANO1	TMEM16A	NM_018043	ENSG00000131620
ANO2	C12orf3	NM_020373	ENSG00000047617
ANO2	TMEM16B	NM_020373	ENSG00000047617
ANO3	C11orf25	NM_031418	ENSG00000134343
ANO3	TMEM16C	NM_031418	ENSG00000134343
ANO4	TMEM16D	NM_178826	ENSG00000151572
ANO5	TMEM16E	NM_213599	ENSG00000171714
ANO5	LGMD2L	NM_213599	ENSG00000171714
ANO6	TMEM16F	NM_001025356	ENSG00000177119
ANO7	PCANAP5	NM_001001891	ENSG00000146205
ANO7	TMEM16G	NM_001001891	ENSG00000146205
ANO8	KIAA1623	NM_020959	ENSG00000074855
ANO8	TMEM16H	NM_020959	ENSG00000074855
ANO9	TP53I5	NM_001012302	ENSG00000185101
ANO9	TMEM16J	NM_001012302	ENSG00000185101
ANO10	TMEM16K	NM_018075	ENSG00000160746
ANOS1	KAL	NM_000216	ENSG00000011201
ANOS1	ADMLX	NM_000216	ENSG00000011201
ANOS1	KAL1	NM_000216	ENSG00000011201
ANP32B	ANP32B	NM_006401	ENSG00000136938
ANP32C	ANP32C	NM_012403	ENSG00000248546
ANP32D	ANP32D	NM_012404	ENSG00000139223
ANP32E	ANP32E	NM_030920	ENSG00000143401
ANTXR1	ANTXR1	NM_032208	ENSG00000169604
ANTXR2	ANTXR2	NM_058172	ENSG00000163297
ANTXRL	ANTXRL	NM_001278688	ENSG00000274209
ANXA1	ANX1	NM_000700	ENSG00000135046
ANXA1	LPC1	NM_000700	ENSG00000135046
ANXA2	ANX2	NM_001002857	ENSG00000182718
ANXA2	ANX2L4	NM_001002857	ENSG00000182718
ANXA2	CAL1H	NM_001002857	ENSG00000182718
ANXA2	LPC2D	NM_001002857	ENSG00000182718
ANXA2R	C5orf39	NM_001014279	ENSG00000177721
ANXA3	ANX3	NM_005139	ENSG00000138772
ANXA4	ANX4	NM_001153	ENSG00000196975
ANXA5	ENX2	NM_001154	ENSG00000164111
ANXA5	ANX5	NM_001154	ENSG00000164111
ANXA6	ANX6	NM_001155	ENSG00000197043
ANXA7	ANX7	NM_001156	ENSG00000138279
ANXA8	ANX8	NM_001040084	ENSG00000265190
ANXA9	ANX31	NM_003568	ENSG00000143412
ANXA10	ANXA10	NM_007193	ENSG00000109511
ANXA11	ANX11	NM_145869	ENSG00000122359
ANXA13	ANX13	NM_004306	ENSG00000104537
AOAH	AOAH	NM_001637	ENSG00000136250
AOC1	ABP1	NM_001091	ENSG00000002726
AOC2	AOC2	NM_009590	ENSG00000131480
AOC2	AOC2	NM_001158	ENSG00000131480
AOC3	AOC3	NM_003734	ENSG00000131471
AOX1	AOX1	NM_001159	ENSG00000138356
AP1AR	C4orf16	NM_018569	ENSG00000138660
AP1B1	ADTB1	NM_001127	ENSG00000100280
AP1B1	CLAPB2	NM_001127	ENSG00000100280
AP1G2	AP1G2	NM_003917	ENSG00000213983
AP1M1	AP1M1	NM_032493	ENSG00000072958
AP1S1	CLAPS1	NM_001283	ENSG00000106367
AP1S1	EKV3	NM_001283	ENSG00000106367
AP1S2	MRX59	NM_003916	ENSG00000182287
AP1S2	MRXS5	NM_003916	ENSG00000182287
AP1S2	PGS	NM_003916	ENSG00000182287
AP2A2	CLAPA2	NM_012305	ENSG00000183020
AP2A2	ADTAB	NM_012305	ENSG00000183020
AP2M1	CLAPM1	NM_004068	ENSG00000161203
AP3S1	CLAPS3	NM_001364119	ENSG00000177879
AP4B1	SPG47	NM_006594	ENSG00000134262
AP4M1	AP4M1	NM_004722	ENSG00000221838
AP5B1	AP5B1	NM_138368	ENSG00000254470
AP5M1	C14orf108	NM_018229	ENSG00000053770
AP5M1	MUDENG	NM_018229	ENSG00000053770
AP5S1	C20orf29	NM_018347	ENSG00000125843
APAF1	APAF1	NM_181861.1	ENSG00000120868
APBA1	MINT1	NM_001163	ENSG00000107282
APBA2	X11L	NM_005503	ENSG00000034053
APBA2	MINT2	NM_005503	ENSG00000034053
APBB1	RIR	NM_001164	ENSG00000166313
APBB1IP	APBB1IP	NM_019043	ENSG00000077420
APBB2	APBB2	NM_173075	ENSG00000163697
APBB3	APBB3	NM_006051	ENSG00000113108
APC	APC	NM_000038	ENSG00000134982
APC2	APC2	NM_005883	ENSG00000115266
APCDD1	APCDD1	NM_153000	ENSG00000154856
APCDD1L	APCDD1L	NM_153360	ENSG00000198768
APCS	APCS	NM_001639	ENSG00000132703
APEX1	APEX	NM_001641	ENSG00000100823
APH1A	APH1A	NM_016022	ENSG00000117362
APH1B	APH1B	NM_031301	ENSG00000138613
API5	API5	NM_006595	ENSG00000166181
APLF	C2orf13	NM_173545	ENSG00000169621
APLN	APLN	NM_017413	ENSG00000171388
APLNR	AGTRL1	NM_005161	ENSG00000134817
APLP1	APLP1	NM_001024807	ENSG00000105290
APLP2	APLP2	NM_001642	ENSG00000084234
APMAP	C20orf3	NM_020531	ENSG00000101474
APOA1	APOA1	NM_000039	ENSG00000118137
APOA2	APOA2	NM_001643	ENSG00000158874
APOA4	APOA4	NM_000482	ENSG00000110244
APOBEC1	APOBEC1	NM_001644	ENSG00000111701
APOBEC2	APOBEC2	NM_006789	ENSG00000124701
APOBEC3A	APOBEC3A	NM_145699	ENSG00000128383
APOBEC3B	APOBEC3B	NM_004900	ENSG00000179750
APOBEC3C	APOBEC3C	NM_014508	ENSG00000244509
APOBEC3D	APOBEC3E	NM_152426	ENSG00000243811
APOBEC3F	APOBEC3F	NM_145298	ENSG00000128394
APOBEC3G	APOBEC3G	NM_021822	ENSG00000239713
APOBEC3H	APOBEC3H	NM_181773	ENSG00000100298
APOBEC4	C1orf169	NM_203454	ENSG00000173627
APOBR	APOBR	NM_182804	ENSG00000184730
APOC2	APOC2	NM_000483	ENSG00000234906
APOC3	APOC3	NM_000040	ENSG00000110245
APOC4	APOC4	NM_001646	ENSG00000267467
APOD	APOD	NM_001647	ENSG00000189058
APOE	AD2	NM_000041	ENSG00000130203
APOL1	APOL	NM_145343	ENSG00000100342
APOL2	APOL2	NM_145637	ENSG00000128335
APOL3	APOL3	NM_145641	ENSG00000128284
APOL4	APOL4	NM_145660	ENSG00000100336
APOL5	APOL5	NM_030642	ENSG00000128313
APOL6	APOL6	NM_030641	ENSG00000221963
APOLD1	APOLD1	NM_030817	ENSG00000178878
APOM	APOM	NM_019101	ENSG00000204444
APOO	FAM121B	NM_024122	ENSG00000184831
APOOL	CXorf33	NM_198450	ENSG00000155008
APOOL	FAM121A	NM_198450	ENSG00000155008
APOPT1	C14orf153	NM_032374	ENSG00000256053
APP	AD1	NM_000484	ENSG00000142192
APPBP2	APPBP2	NM_006380	ENSG00000062725
APPL1	APPL1	NM_012096	ENSG00000157500
APPL2	APPL2	NM_018171	ENSG00000136044
APRT	APRT	NM_000485	ENSG00000198931
APTX	AXA1	NM_017692	ENSG00000137074
AQP1	CO	NM_000385	ENSG00000240583
AQP2	AQP2	NM_000486	ENSG00000167580
AQP3	AQP3	NM_004925	ENSG00000165272
AQP4	AQP4	NM_001650	ENSG00000171885
AQP4	AQP4	NM_004028	ENSG00000171885
AQP5	AQP5	NM_001651	ENSG00000161798
AQP6	AQP2L	NM_001652	ENSG00000086159
AQP6	AQP2L	NM_053286	ENSG00000086159
AQP7	AQP7L	NM_001170	ENSG00000165269
AQP8	AQP8	NM_001169	ENSG00000103375
AQP9	AQP9	NM_020980	ENSG00000103569
AQP10	AQP10	NM_080429	ENSG00000143595
AQP11	AQP11	NM_173039	ENSG00000178301
AQP12A	AQP12	NM_198998	ENSG00000184945
AQR	AQR	NM_014691	ENSG00000021776
AR	DHTR	NM_000044	ENSG00000169083
AR	SBMA	NM_000044	ENSG00000169083
ARAP1	CENTD2	NM_001040118	ENSG00000186635
ARAP2	CENTD1	NM_015230	ENSG00000047365
ARAP3	CENTD3	NM_022481	ENSG00000120318
AREL1	KIAA0317	NM_014821	ENSG00000119682
ARF1	ARF1	NM_001024227	ENSG00000143761
ARF3	ARF3	NM_001659	ENSG00000134287
ARF4	ARF2	NM_001660	ENSG00000168374
ARF5	ARF5	NM_001662	ENSG00000004059
ARF6	ARF6	NM_001663	ENSG00000165527
ARFGAP1	ARF1GAP	NM_018209	ENSG00000101199
ARFGAP2	ZNF289	NM_032389	ENSG00000149182
ARFGAP3	ARFGAP3	NM_014570	ENSG00000242247
ARFGEF1	ARFGEF1	NM_006421	ENSG00000066777
ARFGEF2	ARFGEF2	NM_006420	ENSG00000124198
ARFGEF3	C6orf92	NM_020340	ENSG00000112379
ARFGEF3	KIAA1244	NM_020340	ENSG00000112379
ARFIP1	ARFIP1	NM_014447	ENSG00000164144
ARFIP2	ARFIP2	NM_012402	ENSG00000132254
ARGFX	ARGFX	NM_001012659	ENSG00000186103
ARGLU1	ARGLU1	NM_018011	ENSG00000134884
ARHGAP1	ARHGAP1	NM_004308	ENSG00000175220
ARHGAP4	ARHGAP4	NM_001666	ENSG00000089820
ARHGAP6	ARHGAP6	NM_013427	ENSG00000047648
ARHGAP8	ARHGAP8	NM_017701	ENSG00000241484
ARHGAP9	ARHGAP9	NM_032496	ENSG00000123329
ARHGAP10	ARHGAP10	NM_024605	ENSG00000071205
ARHGAP11A	ARHGAP11A	NM_014783	ENSG00000198826
ARHGAP15	ARHGAP15	NM_018460	ENSG00000075884
ARHGAP17	ARHGAP17	NM_018054	ENSG00000140750
ARHGAP18	ARHGAP18	NM_033515	ENSG00000146376
ARHGAP19	ARHGAP19	NM_032900	ENSG00000213390
ARHGAP20	ARHGAP20	NM_020809	ENSG00000137727
ARHGAP21	ARHGAP21	NM_020824	ENSG00000107863
ARHGAP22	ARHGAP22	NM_021226	ENSG00000128805
ARHGAP23	ARHGAP23	NM_001199417	ENSG00000275832
ARHGAP24	ARHGAP24	NM_031305	ENSG00000138639
ARHGAP25	ARHGAP25	NM_014882	ENSG00000163219
ARHGAP26	ARHGAP26	NM_015071	ENSG00000145819
ARHGAP27	SH3D20	NM_199282	ENSG00000159314
ARHGAP28	ARHGAP28	NM_001010000	ENSG00000088756
ARHGAP29	ARHGAP29	NM_004815	ENSG00000137962
ARHGAP30	ARHGAP30	NM_181720	ENSG00000186517
ARHGAP32	ARHGAP32	NM_014715	ENSG00000134909
ARHGAP33	SNX26	NM_052948	ENSG00000004777
ARHGAP35	GRLF1	NM_004491	ENSG00000160007
ARHGAP36	ARHGAP36	NM_144967	ENSG00000147256
ARHGAP40	C20orf95	NM_001164431	ENSG00000124143
ARHGAP42	TMEM133	NM_152432	ENSG00000165895
ARHGAP44	ARHGAP44	NM_014859	ENSG00000006740
ARHGDIA	GDIA1	NM_004309	ENSG00000141522
ARHGEF1	ARHGEF1	NM_199002	ENSG00000076928
ARHGEF2	ARHGEF2	NM_004723	ENSG00000116584
ARHGEF3	ARHGEF3	NM_019555	ENSG00000163947
ARHGEF5	ARHGEF5	NM_005435	ENSG00000050327
ARHGEF6	MRX46	NM_004840	ENSG00000129675
ARHGEF7	ARHGEF7	NM_001113511	ENSG00000102606
ARHGEF10L	ARHGEF10L	NM_018125	ENSG00000074964
ARHGEF11	ARHGEF11	NM_198236	ENSG00000132694
ARHGEF12	ARHGEF12	NM_015313	ENSG00000196914
ARHGEF15	ARHGEF15	NM_173728	ENSG00000198844
ARHGEF16	ARHGEF16	NM_014448	ENSG00000130762
ARHGEF17	ARHGEF17	NM_014786	ENSG00000110237
ARHGEF18	ARHGEF18	NM_015318	ENSG00000104880
ARHGEF19	ARHGEF19	NM_153213	ENSG00000142632
ARHGEF25	ARHGEF25	NM_133483	ENSG00000240771
ARHGEF26	ARHGEF26	NM_015595	ENSG00000114790
ARHGEF33	ARHGEF33	NM_001145451	ENSG00000214694
ARHGEF35	ARHGEF5L	NM_001003702	ENSG00000213214
ARHGEF37	ARHGEF37	NM_001001669	ENSG00000183111
ARHGEF38	ARHGEF38	NM_017700	ENSG00000236699
ARHGEF39	C9orf100	NM_032818	ENSG00000137135
ARID1A	C1orf4	NM_139135	ENSG00000117713
ARID1A	SMARCF1	NM_139135	ENSG00000117713
ARID1B	ARID1B	NM_020732	ENSG00000049618
ARID2	ARID2	NM_152641	ENSG00000189079
ARID3B	ARID3B	NM_006465	ENSG00000179361
ARID3C	ARID3C	NM_001017363	ENSG00000205143
ARID4A	RBBP1	NM_023001	ENSG00000032219
ARID4B	RBP1L1	NM_016374	ENSG00000054267
ARID5A	ARID5A	NM_212481	ENSG00000196843
ARID5B	ARID5B	NM_032199	ENSG00000150347
ARIH1	ARIH1	NM_005744	ENSG00000166233
ARIH2	ARIH2	NM_006321	ENSG00000177479
ARIH2OS	C3orf71	NM_001123040	ENSG00000221883
ARL1	ARL1	NM_001177	ENSG00000120805
ARL2	ARL2	NM_001667	ENSG00000213465
ARL2BP	RP66	NM_012106	ENSG00000102931
ARL3	ARL3	NM_004311	ENSG00000138175
ARL4A	ARL4	NM_005738	ENSG00000122644
ARL4C	ARL7	NM_005737	ENSG00000188042
ARL4D	ARF4L	NM_001661	ENSG00000175906
ARL5A	ARL5	NM_012097	ENSG00000162980
ARL5B	ARL8	NM_178815	ENSG00000165997
ARL5C	ARL12	NM_001143968	ENSG00000141748
ARL6	BBS3	NM_032146	ENSG00000113966
ARL6IP1	ARL6IP	NM_015161	ENSG00000170540
ARL6IP4	ARL6IP4	NM_018694	ENSG00000182196
ARL6IP5	ARL6IP5	NM_006407	ENSG00000144746
ARL6IP6	ARL6IP6	NM_152522	ENSG00000177917
ARL8A	ARL10B	NM_138795	ENSG00000143862
ARL8B	ARL10C	NM_018184	ENSG00000134108
ARL9	ARL9	NM_206919	ENSG00000196503
ARL10	ARL10A	NM_173664	ENSG00000175414
ARL11	ARL11	NM_138450	ENSG00000152213
ARL13A	ARL13	NM_001162491	ENSG00000174225
ARL13B	ARL2L1	NM_182896	ENSG00000169379
ARL14	ARF7	NM_025047	ENSG00000179674
ARL14EP	C11orf46	NM_152316	ENSG00000152219
ARL14EPL	ARL14EPL	NM_001195581	ENSG00000268223
ARL15	ARFRP2	NM_019087	ENSG00000185305
ARL16	ARL16	NM_001040025	ENSG00000214087
ARL17A	ARF1P2	NM_016632	ENSG00000185829
ARL17A	ARL17P1	NM_016632	ENSG00000185829
ARL17B	ARL17	NM_001039083	ENSG00000228696
ARMC1	ARMC1	NM_018120	ENSG00000104442
ARMC2	ARMC2	NM_032131	ENSG00000118690
ARMC3	ARMC3	NM_173081	ENSG00000165309
ARMC4	ARMC4	NM_018076	ENSG00000169126
ARMC5	ARMC5	NM_024742	ENSG00000140691
ARMC6	ARMC6	NM_033415	ENSG00000105676
ARMC7	ARMC7	NM_024585	ENSG00000125449
ARMC8	ARMC8	NM_015396	ENSG00000114098
ARMC9	ARMC9	NM_025139	ENSG00000135931
ARMC10	ARMC10	NM_031905	ENSG00000170632
ARMC12	C6orf81	NM_145028	ENSG00000157343
ARMCX1	ARMCX1	NM_016608	ENSG00000126947
ARMCX2	ARMCX2	NM_014782	ENSG00000184867
ARMCX3	ARMCX3	NM_016607	ENSG00000102401
ARMCX4	CXorf35	NM_001256155	ENSG00000196440
ARMCX5	ARMCX5	NM_022838	ENSG00000125962
ARMCX5_GPRASP2	ARMCX5_GPRASP2	NM_001199818.1	ENSG00000271147
ARMCX6	ARMCX6	NM_019007	ENSG00000198960
ARMH1	NCRNA00082	NM_001145636	ENSG00000198520
ARMH1	C1orf228	NM_001145636	ENSG00000198520
ARMH2	C6orf229	NM_001282492	ENSG00000260286
ARMH3	C10orf76	NM_024541	ENSG00000120029
ARMH4	C14orf37	NM_001001872	ENSG00000139971
ARMT1	C6orf211	NM_024573	ENSG00000146476
ARNTL	ARNTL	NM_001178	ENSG00000133794
ARNTL2	ARNTL2	NM_020183	ENSG00000029153
ARPC1A	ARPC1A	NM_006409	ENSG00000241685
ARPC1B	ARPC1B	NM_005720	ENSG00000130429
ARPC2	ARPC2	NM_005731	ENSG00000163466
ARPC4	ARPC4	NM_001024959	ENSG00000241553
ARPC4_TTLL3	ARPC4_TTLL3	NM_001198793.1	ENSG00000250151
ARPC5	ARPC5	NM_005717	ENSG00000162704
ARPC5L	ARPC5L	NM_030978	ENSG00000136950
ARPIN	C15orf38	NM_182616	ENSG00000242498
ARPIN_AP3S2	C15orf38_AP3S2	NM_001199058.1	ENSG00000250021
ARPP19	ARPP19	NM_006628	ENSG00000128989
ARPP21	ARPP21	NM_198399	ENSG00000172995
ARR3	ARR3	NM_004312	ENSG00000120500
ARRB1	ARR1	NM_004041	ENSG00000137486
ARRB2	ARR2	NM_004313	ENSG00000141480
ARRDC1	ARRDC1	NM_152285	ENSG00000197070
ARRDC2	ARRDC2	NM_015683	ENSG00000105643
ARRDC3	ARRDC3	NM_020801	ENSG00000113369
ARRDC4	ARRDC4	NM_183376	ENSG00000140450
ARSA	ARSA	NM_000487	ENSG00000100299
ARSB	ARSB	NM_000046	ENSG00000113273
ARSE	CDPX	NM_000047	ENSG00000157399
ARSE	CDPX1	NM_000047	ENSG00000157399
ARSG	ARSG	NM_014960	ENSG00000141337
ARSH	ARSH	NM_001011719	ENSG00000205667
ARSI	ARSI	NM_001012301	ENSG00000183876
ARSJ	ARSJ	NM_024590	ENSG00000180801
ARSK	ARSK	NM_198150	ENSG00000164291
ART1	ART1	NM_004314	ENSG00000129744
ART3	ART3	NM_001179	ENSG00000156219
ART4	DO	NM_021071	ENSG00000111339
ART5	ART5	NM_053017	ENSG00000167311
ARTN	ARTN	NM_057090	ENSG00000117407
ARV1	ARV1	NM_022786	ENSG00000173409
ARVCF	ARVCF	NM_001670	ENSG00000099889
AS3MT	AS3MT	NM_020682	ENSG00000214435
ASAH1	ASAH	NM_004315	ENSG00000104763
ASAH2	ASAH2	NM_019893	ENSG00000188611
ASAP1	DDEF1	NM_018482	ENSG00000153317
ASAP2	DDEF2	NM_003887	ENSG00000151693
ASAP3	DDEFL1	NM_017707	ENSG00000088280
ASB1	ASB1	NM_001040445	ENSG00000065802
ASB3	ASB3	NM_016115	ENSG00000115239
ASB4	ASB4	NM_016116	ENSG00000005981
ASB6	ASB6	NM_017873	ENSG00000148331
